Time(s),T1_center(℃),T2_surface(℃),T3_tab(℃)
1115,225.7,204.2,175.0
1116,223.6,205.6,175.0
1117,223.8,205.7,175.0
1118,225.3,205.6,175.0
1119,224.2,205.7,175.0
1120,225.3,204.4,175.0
1121,224.9,204.6,175.0
1122,224.8,205.4,175.0
1123,225.5,206.0,175.0
1124,225.8,205.2,175.0
1125,223.8,205.5,175.0
1126,226.5,205.5,175.0
1127,224.3,205.4,175.0
1128,223.8,205.9,175.0
1129,226.5,204.8,175.0
1130,226.3,204.8,175.0
1131,223.4,205.8,175.0
1132,224.6,205.4,175.0
1133,225.3,204.7,175.0
1134,223.6,205.6,175.0
1135,223.0,206.0,175.0
1136,224.8,204.5,175.0
1137,225.1,204.3,175.0
1138,225.7,206.0,175.0
1139,224.0,205.0,175.0
1140,225.7,204.2,175.0
1141,223.8,205.9,175.0
1142,224.6,205.1,175.0
1143,225.2,205.0,175.0
1144,226.1,205.7,175.0
1145,225.2,204.1,175.0
1146,223.6,205.6,175.0
1147,225.5,205.6,175.0
1148,226.3,204.3,175.0
1149,223.5,205.0,175.0
1150,225.0,204.8,175.0
1151,223.2,204.8,175.0
1152,226.3,205.6,175.0
1153,224.6,205.8,175.0
1154,223.5,204.8,175.0
1155,225.4,205.5,175.0
1156,224.5,204.1,175.0
1157,226.7,205.0,175.0
1158,223.7,204.5,175.0
1159,225.4,204.7,175.0
1160,224.0,205.7,175.0
1161,224.8,206.0,175.0
1162,227.0,204.3,175.0
1163,224.6,205.2,175.0
1164,224.3,205.2,175.0
1165,224.5,205.4,175.0
1166,223.7,205.3,175.0
1167,223.8,204.4,175.0
1168,224.5,205.1,175.0
1169,225.9,205.0,175.0
1170,225.5,205.1,175.0
1171,226.4,205.6,175.0
1172,225.9,205.4,175.0
1173,225.5,204.8,175.0
1174,225.5,205.5,175.0
1175,226.3,204.7,175.0
1176,226.1,204.9,175.0
1177,225.5,204.3,175.0
1178,223.7,205.5,175.0
1179,226.9,204.4,175.0
1180,225.3,204.2,175.0
1181,227.0,205.6,175.0
1182,224.0,204.4,175.0
1183,225.6,204.3,175.0
1184,225.2,205.2,175.0
1185,226.9,205.5,175.0
1186,223.2,205.6,175.0
1187,224.6,204.3,175.0
1188,225.6,205.1,175.0
1189,225.0,206.0,175.0
1190,223.3,205.5,175.0
1191,226.8,205.5,175.0
1192,227.0,204.4,175.0
1193,225.6,205.9,175.0
1194,223.6,204.1,175.0
1195,226.8,205.8,175.0
1196,224.8,204.3,175.0
1197,224.9,205.4,175.0
1198,226.6,205.6,175.0
1199,225.3,206.0,175.0
