Cycle,Step,Capacity(Ah),Energy(Wh),Voltage(V),Current(A)
204,CC_DChg,2.459289276430605,7.869725684577936,2.5,-2.5
205,CC_Chg,2.4098887283671178,9.098559484651362,4.2,1.25
205,CC_DChg,2.459070130986855,7.8690244191579355,2.5,-2.5
206,CC_Chg,2.4097089168380474,9.097880604388546,4.2,1.25
206,CC_DChg,2.458886649834742,7.868437279471175,2.5,-2.5
207,CC_Chg,2.409489752468925,9.097053147076554,4.2,1.25
207,CC_DChg,2.458663012723393,7.8677216407148585,2.5,-2.5
208,CC_Chg,2.409266158498068,9.096208965758013,4.2,1.25
208,CC_DChg,2.4584348556102738,7.8669915379528765,2.5,-2.5
209,CC_Chg,2.4091089247267967,9.095615328050153,4.2,1.25
209,CC_DChg,2.4582744129865275,7.866478121556888,2.5,-2.5
210,CC_Chg,2.4088776736923103,9.094742237409744,4.2,1.25
210,CC_DChg,2.458038442543174,7.865723016138157,2.5,-2.5
211,CC_Chg,2.4086579179433816,9.093912547337258,4.2,1.25
211,CC_DChg,2.4578142019830427,7.865005446345737,2.5,-2.5
212,CC_Chg,2.408441823009895,9.093096678710829,4.2,1.25
212,CC_DChg,2.4575936969488725,7.8642998302363925,2.5,-2.5
213,CC_Chg,2.4082484833531286,9.092366722863853,4.2,1.25
213,CC_DChg,2.457396411584825,7.86366851707144,2.5,-2.5
214,CC_Chg,2.4080232077487853,9.091516192520924,4.2,1.25
214,CC_DChg,2.4571665385191688,7.86293292326134,2.5,-2.5
215,CC_Chg,2.4078190141585676,9.09074525753745,4.2,1.25
215,CC_DChg,2.456958177712824,7.862266168681038,2.5,-2.5
216,CC_Chg,2.407595724916817,9.089902226726759,4.2,1.25
216,CC_DChg,2.4567303315477726,7.861537060952873,2.5,-2.5
217,CC_Chg,2.4074324507321743,9.089285783376576,4.2,1.25
217,CC_DChg,2.4565637252369124,7.86100392075812,2.5,-2.5
218,CC_Chg,2.407264032914999,9.088649920189281,4.2,1.25
218,CC_DChg,2.4563918703214274,7.860453985028568,2.5,-2.5
219,CC_Chg,2.407096209549611,9.088016301360778,4.2,1.25
219,CC_DChg,2.456220621989399,7.8599059903660775,2.5,-2.5
220,CC_Chg,2.406922358167228,9.087359923692597,4.2,1.25
220,CC_DChg,2.4560432226196207,7.8593383123827865,2.5,-2.5
221,CC_Chg,2.4067298841168636,9.086633235951425,4.2,1.25
221,CC_DChg,2.455846820527412,7.858709825687718,2.5,-2.5
222,CC_Chg,2.4065217407836164,9.085847388672839,4.2,1.25
222,CC_DChg,2.4556344293710373,7.85803017398732,2.5,-2.5
223,CC_Chg,2.40631763958061,9.085076802498222,4.2,1.25
223,CC_DChg,2.455426162837357,7.857363721079543,2.5,-2.5
224,CC_Chg,2.4061275086770118,9.084358961331576,4.2,1.25
224,CC_DChg,2.4552321517112365,7.856742885475957,2.5,-2.5
225,CC_Chg,2.4059637284133895,9.083740607275043,4.2,1.25
225,CC_DChg,2.4550650289932547,7.856208092778416,2.5,-2.5
226,CC_Chg,2.4057515623889882,9.082939572284955,4.2,1.25
226,CC_DChg,2.454848533049988,7.855515305759962,2.5,-2.5
227,CC_Chg,2.405562990822622,9.08222761841194,4.2,1.25
227,CC_DChg,2.454656113084308,7.854899561869786,2.5,-2.5
228,CC_Chg,2.4053940646209706,9.081589835813869,4.2,1.25
228,CC_DChg,2.4544837394091537,7.854347966109292,2.5,-2.5
229,CC_Chg,2.405182044385499,9.080789351251376,4.2,1.25
229,CC_DChg,2.4542673922301015,7.8536556551363255,2.5,-2.5
230,CC_Chg,2.40501493134167,9.080158414249162,4.2,1.25
230,CC_DChg,2.4540968687159896,7.853109979891167,2.5,-2.5
231,CC_Chg,2.4047925256840275,9.07931871941929,4.2,1.25
231,CC_DChg,2.453869924167375,7.852383757335601,2.5,-2.5
232,CC_Chg,2.4046159314196274,9.078651985972064,4.2,1.25
232,CC_DChg,2.4536897259383954,7.851807123002866,2.5,-2.5
233,CC_Chg,2.40440555045681,9.0778576905002,4.2,1.25
233,CC_DChg,2.453475051486541,7.8511201647569315,2.5,-2.5
234,CC_Chg,2.4042399951228903,9.077232634647649,4.2,1.25
234,CC_DChg,2.453306117472337,7.850579575911479,2.5,-2.5
235,CC_Chg,2.404073004781498,9.076602160909738,4.2,1.25
235,CC_DChg,2.453135719164794,7.850034301327341,2.5,-2.5
236,CC_Chg,2.403881503246002,9.075879144908376,4.2,1.25
236,CC_DChg,2.452940309434696,7.849408990191027,2.5,-2.5
237,CC_Chg,2.403692307025154,9.07516483264599,4.2,1.25
237,CC_DChg,2.4527472520664837,7.8487912066127485,2.5,-2.5
238,CC_Chg,2.4034817049547836,9.074369702380306,4.2,1.25
238,CC_DChg,2.452532351994677,7.8481035263829675,2.5,-2.5
239,CC_Chg,2.4033007455154944,9.073686488170745,4.2,1.25
239,CC_DChg,2.452347699505607,7.8475126384179426,2.5,-2.5
240,CC_Chg,2.403073419149887,9.072828215157736,4.2,1.25
240,CC_DChg,2.4521157338264152,7.8467703482445295,2.5,-2.5
241,CC_Chg,2.402881348616211,9.072103050897939,4.2,1.25
241,CC_DChg,2.4519197434859294,7.846143179154975,2.5,-2.5
242,CC_Chg,2.402696720427803,9.071405985288644,4.2,1.25
242,CC_DChg,2.451731347375309,7.845540311600989,2.5,-2.5
243,CC_Chg,2.4025001635214402,9.07066388268299,4.2,1.25
243,CC_DChg,2.4515307791035106,7.844898493131234,2.5,-2.5
244,CC_Chg,2.402326942605145,9.070009885345955,4.2,1.25
244,CC_DChg,2.4513540230664743,7.844332873812718,2.5,-2.5
245,CC_Chg,2.40215630424155,9.069365638462994,4.2,1.25
245,CC_DChg,2.4511799022872958,7.843775687319347,2.5,-2.5
246,CC_Chg,2.401998822478856,9.068771064460988,4.2,1.25
246,CC_DChg,2.4510192066110776,7.843261461155449,2.5,-2.5
247,CC_Chg,2.4017821639226398,9.067953067871192,4.2,1.25
247,CC_DChg,2.4507981264516734,7.842554004645355,2.5,-2.5
248,CC_Chg,2.401615732805649,9.067324705490716,4.2,1.25
248,CC_DChg,2.4506282987812744,7.842010556100078,2.5,-2.5
249,CC_Chg,2.4014086234271197,9.066542761918718,4.2,1.25
249,CC_DChg,2.4504169626807344,7.841334280578351,2.5,-2.5
250,CC_Chg,2.4011940664591602,9.06573269989683,4.2,1.25
250,CC_DChg,2.4501980269991432,7.8406336863972586,2.5,-2.5
251,CC_Chg,2.4009961849921218,9.064985596398827,4.2,1.25
251,CC_DChg,2.449996107134818,7.839987542831418,2.5,-2.5
252,CC_Chg,2.400784288642368,9.064185579568125,4.2,1.25
252,CC_DChg,2.4497798863697633,7.839295636383243,2.5,-2.5
253,CC_Chg,2.4005809485016134,9.063417866791806,4.2,1.25
253,CC_DChg,2.449572396430218,7.8386316685766975,2.5,-2.5
254,CC_Chg,2.40035769476704,9.062574970038824,4.2,1.25
254,CC_DChg,2.4493445864969794,7.837902676790335,2.5,-2.5
255,CC_Chg,2.400173872336039,9.061880946574842,4.2,1.25
255,CC_DChg,2.449157012587795,7.8373024402809435,2.5,-2.5
256,CC_Chg,2.3999931603860523,9.061198666763667,4.2,1.25
256,CC_DChg,2.448972612638829,7.836712360444253,2.5,-2.5
257,CC_Chg,2.399799104860496,9.06046600814677,4.2,1.25
257,CC_DChg,2.4487745967964245,7.836078709748559,2.5,-2.5
258,CC_Chg,2.399602528551468,9.059723832286156,4.2,1.25
258,CC_DChg,2.448574008725988,7.8354368279231625,2.5,-2.5
259,CC_Chg,2.3994026359652425,9.058969135787141,4.2,1.25
259,CC_DChg,2.448370036699227,7.834784117437526,2.5,-2.5
260,CC_Chg,2.399238795370496,9.058350553949833,4.2,1.25
260,CC_DChg,2.4482028524188735,7.834249127740396,2.5,-2.5
261,CC_Chg,2.399055058906885,9.057656855056607,4.2,1.25
261,CC_DChg,2.448015366231515,7.8336491719408485,2.5,-2.5
262,CC_Chg,2.3988583462414543,9.056914164381,4.2,1.25
262,CC_DChg,2.447814639021892,7.833006844870055,2.5,-2.5
263,CC_Chg,2.398696805566848,9.056304265915651,4.2,1.25
263,CC_DChg,2.4476498015988244,7.832479365116239,2.5,-2.5
264,CC_Chg,2.398495693435596,9.055544965011945,4.2,1.25
264,CC_DChg,2.4474445851383635,7.8318226724427635,2.5,-2.5
265,CC_Chg,2.3982844272582233,9.054747327403497,4.2,1.25
265,CC_DChg,2.4472290074063503,7.8311328237003215,2.5,-2.5
266,CC_Chg,2.3980825455015777,9.053985120771264,4.2,1.25
266,CC_DChg,2.447023005613855,7.830473617964336,2.5,-2.5
267,CC_Chg,2.3979214453072317,9.053376885343631,4.2,1.25
267,CC_DChg,2.4468586176604408,7.829947576513411,2.5,-2.5
268,CC_Chg,2.397687831330278,9.052494873389826,4.2,1.25
268,CC_DChg,2.446620236051304,7.829184755364174,2.5,-2.5
269,CC_Chg,2.397476321792462,9.051696316971542,4.2,1.25
269,CC_DChg,2.4464044099923083,7.828494111975387,2.5,-2.5
270,CC_Chg,2.39729924630595,9.051027766665323,4.2,1.25
270,CC_DChg,2.4462237207203574,7.827915906305144,2.5,-2.5
271,CC_Chg,2.3970672428094772,9.050151835097006,4.2,1.25
271,CC_DChg,2.4459869824586504,7.827158343867682,2.5,-2.5
272,CC_Chg,2.3968885149748593,9.049477046333653,4.2,1.25
272,CC_DChg,2.4458046071172035,7.826574742775051,2.5,-2.5
273,CC_Chg,2.3967191751868073,9.048837702235906,4.2,1.25
273,CC_DChg,2.4456318114151094,7.826021796528351,2.5,-2.5
274,CC_Chg,2.3965073727536246,9.048038039988175,4.2,1.25
274,CC_DChg,2.4454156864832903,7.825330196746529,2.5,-2.5
275,CC_Chg,2.39629206033337,9.047225125748438,4.2,1.25
275,CC_DChg,2.44519597993201,7.824627135782433,2.5,-2.5
276,CC_Chg,2.396075231974288,9.04640648806619,4.2,1.25
276,CC_DChg,2.4449747265043755,7.823919124814002,2.5,-2.5
277,CC_Chg,2.3959012995583264,9.045749804454907,4.2,1.25
277,CC_DChg,2.444797244447272,7.823351182231271,2.5,-2.5
278,CC_Chg,2.3957085329365513,9.045022012107388,4.2,1.25
278,CC_DChg,2.4446005438128076,7.8227217402009845,2.5,-2.5
279,CC_Chg,2.395473911377267,9.044136196016213,4.2,1.25
279,CC_DChg,2.4443611340584357,7.821955628986995,2.5,-2.5
280,CC_Chg,2.395297372311761,9.043469670972977,4.2,1.25
280,CC_DChg,2.4441809921548585,7.821379174895547,2.5,-2.5
281,CC_Chg,2.3951054584238225,9.042745098130759,4.2,1.25
281,CC_DChg,2.4439851616569617,7.820752517302278,2.5,-2.5
282,CC_Chg,2.394878696111293,9.041888954705902,4.2,1.25
282,CC_DChg,2.4437537715421356,7.820012068934834,2.5,-2.5
283,CC_Chg,2.3947191741957714,9.041286678086076,4.2,1.25
283,CC_DChg,2.4435909940773177,7.819491181047417,2.5,-2.5
284,CC_Chg,2.3945268502200574,9.04056055695328,4.2,1.25
284,CC_DChg,2.4433947451225078,7.8188631843920255,2.5,-2.5
285,CC_Chg,2.3943595919399643,9.03992907161007,4.2,1.25
285,CC_DChg,2.443224073408127,7.8183170349060065,2.5,-2.5
286,CC_Chg,2.3941997468116174,9.039325574696925,4.2,1.25
286,CC_DChg,2.4430609661343037,7.8177950916297725,2.5,-2.5
287,CC_Chg,2.393966379096553,9.038444492507395,4.2,1.25
287,CC_DChg,2.4428228358128092,7.81703307460099,2.5,-2.5
288,CC_Chg,2.3937827774189198,9.037751302500004,4.2,1.25
288,CC_DChg,2.442635487162163,7.816433558918923,2.5,-2.5
289,CC_Chg,2.3935845526100423,9.037002902711384,4.2,1.25
289,CC_DChg,2.4424332169490226,7.815786294236872,2.5,-2.5
290,CC_Chg,2.393418555540265,9.036376179080593,4.2,1.25
290,CC_DChg,2.442263832183944,7.815244262988621,2.5,-2.5
291,CC_Chg,2.3932586232815405,9.035772353205816,4.2,1.25
291,CC_DChg,2.442100636001572,7.81472203520503,2.5,-2.5
292,CC_Chg,2.3930785982811535,9.035092666979866,4.2,1.25
292,CC_DChg,2.441916937021585,7.814134198469073,2.5,-2.5
293,CC_Chg,2.3929087072785804,9.03445124176607,4.2,1.25
293,CC_DChg,2.4417435788556943,7.813579452338222,2.5,-2.5
294,CC_Chg,2.3927163939671945,9.033725160896552,4.2,1.25
294,CC_DChg,2.4415473407828516,7.812951490505125,2.5,-2.5
295,CC_Chg,2.392515425921833,9.032966403990594,4.2,1.25
295,CC_DChg,2.441342271348809,7.812295268316189,2.5,-2.5
296,CC_Chg,2.3923330701074454,9.032277917752602,4.2,1.25
296,CC_DChg,2.4411561939871893,7.8116998207590065,2.5,-2.5
297,CC_Chg,2.3920986402807185,9.031392825549652,4.2,1.25
297,CC_DChg,2.4409169798782844,7.8109343356105105,2.5,-2.5
298,CC_Chg,2.3919101618583434,9.030681223342727,4.2,1.25
298,CC_DChg,2.4407246549574935,7.810318895863979,2.5,-2.5
299,CC_Chg,2.391701603566626,9.0298938093842,4.2,1.25
299,CC_DChg,2.440511840374108,7.809637889197146,2.5,-2.5
300,CC_Chg,2.391506367566102,9.029156693872018,4.2,1.25
300,CC_DChg,2.44031261996541,7.8090003838893125,2.5,-2.5
301,CC_Chg,2.391300240900529,9.028378460542815,4.2,1.25
301,CC_DChg,2.440102286633193,7.808327317226219,2.5,-2.5
302,CC_Chg,2.391141749441977,9.027780074423791,4.2,1.25
302,CC_DChg,2.439940560655079,7.8078097940962525,2.5,-2.5
303,CC_Chg,2.390916819537388,9.026930849273812,4.2,1.25
303,CC_DChg,2.4397110403442737,7.807075329101676,2.5,-2.5
304,CC_Chg,2.390750748773148,9.026303847408824,4.2,1.25
304,CC_DChg,2.439541580380763,7.806533057218442,2.5,-2.5
305,CC_Chg,2.390570402552374,9.025622948412025,4.2,1.25
305,CC_DChg,2.4393575536248715,7.805944171599589,2.5,-2.5
306,CC_Chg,2.3903711647620853,9.024870724101751,4.2,1.25
306,CC_DChg,2.43915424975723,7.805293599223136,2.5,-2.5
307,CC_Chg,2.390202455126763,9.024233759152064,4.2,1.25
307,CC_DChg,2.4389820970681253,7.804742710618001,2.5,-2.5
308,CC_Chg,2.390025088678001,9.023564110314902,4.2,1.25
308,CC_DChg,2.4388011108959193,7.804163554866943,2.5,-2.5
309,CC_Chg,2.389791709037869,9.02268298310216,4.2,1.25
309,CC_DChg,2.438562968405989,7.803401498899165,2.5,-2.5
310,CC_Chg,2.3895652445020934,9.021827963936476,4.2,1.25
310,CC_DChg,2.4383318821449933,7.802662022863979,2.5,-2.5
311,CC_Chg,2.3893508823251945,9.021018637350226,4.2,1.25
311,CC_DChg,2.4381131452297904,7.80196206473533,2.5,-2.5
312,CC_Chg,2.389148202368191,9.020253417104396,4.2,1.25
312,CC_DChg,2.437906328947134,7.801300252630829,2.5,-2.5
313,CC_Chg,2.388963426777996,9.019555794978148,4.2,1.25
313,CC_DChg,2.4377177824265264,7.800696903764885,2.5,-2.5
314,CC_Chg,2.3887845286431393,9.018880363244506,4.2,1.25
314,CC_DChg,2.4375352333093256,7.800112746589843,2.5,-2.5
315,CC_Chg,2.3886244294706676,9.018275907185174,4.2,1.25
315,CC_DChg,2.437371866806804,7.799589973781773,2.5,-2.5
316,CC_Chg,2.3884141101083105,9.017481844286479,4.2,1.25
316,CC_DChg,2.4371572552125618,7.798903216680198,2.5,-2.5
317,CC_Chg,2.3882535510759126,9.016875652021303,4.2,1.25
317,CC_DChg,2.436993419465217,7.798378942288695,2.5,-2.5
318,CC_Chg,2.388046473716648,9.016093829338365,4.2,1.25
318,CC_DChg,2.4367821160373957,7.797702771319667,2.5,-2.5
319,CC_Chg,2.387855801820048,9.015373945647122,4.2,1.25
319,CC_DChg,2.4365875528776004,7.797080169208321,2.5,-2.5
320,CC_Chg,2.387674683164527,9.014690130315051,4.2,1.25
320,CC_DChg,2.4364027379229865,7.796488761353557,2.5,-2.5
321,CC_Chg,2.3874448785216456,9.013822500540908,4.2,1.25
321,CC_DChg,2.4361682433894343,7.79573837884619,2.5,-2.5
322,CC_Chg,2.3872115812442005,9.012941684289329,4.2,1.25
322,CC_DChg,2.4359301849430617,7.794976591817798,2.5,-2.5
323,CC_Chg,2.387019102366323,9.012214978321833,4.2,1.25
323,CC_DChg,2.4357337779248196,7.794348089359423,2.5,-2.5
324,CC_Chg,2.3867940070247684,9.0113651285629,4.2,1.25
324,CC_DChg,2.435504088800784,7.793613084162509,2.5,-2.5
325,CC_Chg,2.386623692394721,9.010722103939253,4.2,1.25
325,CC_DChg,2.43533029836196,7.793056954758272,2.5,-2.5
326,CC_Chg,2.3864259864845296,9.009975663257919,4.2,1.25
326,CC_DChg,2.435128557637275,7.792411384439281,2.5,-2.5
327,CC_Chg,2.3862463265714218,9.009297355422715,4.2,1.25
327,CC_DChg,2.4349452311953286,7.791824739825052,2.5,-2.5
328,CC_Chg,2.3860423180315267,9.008527119098622,4.2,1.25
328,CC_DChg,2.4347370592158435,7.791158589490699,2.5,-2.5
329,CC_Chg,2.385820048954702,9.007687939931017,4.2,1.25
329,CC_DChg,2.43451025403541,7.790432812913313,2.5,-2.5
330,CC_Chg,2.385619791865001,9.006931867245411,4.2,1.25
330,CC_DChg,2.4343059100663273,7.789778912212248,2.5,-2.5
331,CC_Chg,2.38543978639948,9.006252254773548,4.2,1.25
331,CC_DChg,2.434122231019878,7.789191139263609,2.5,-2.5
332,CC_Chg,2.3852686311952453,9.005606056553479,4.2,1.25
332,CC_DChg,2.433947582852291,7.788632265127332,2.5,-2.5
333,CC_Chg,2.3850815249588595,9.004899635048757,4.2,1.25
333,CC_DChg,2.4337566581212853,7.788021305988114,2.5,-2.5
334,CC_Chg,2.384898380404997,9.004208170916826,4.2,1.25
334,CC_DChg,2.4335697759234662,7.787423282955093,2.5,-2.5
335,CC_Chg,2.38469330849259,9.003433919818963,4.2,1.25
335,CC_DChg,2.43336051886999,7.786753660383969,2.5,-2.5
336,CC_Chg,2.3844619380872514,9.002560378492685,4.2,1.25
336,CC_DChg,2.4331244266196443,7.785998165182862,2.5,-2.5
337,CC_Chg,2.3842642965187246,9.00181418073396,4.2,1.25
337,CC_DChg,2.432922751549719,7.785352804959101,2.5,-2.5
338,CC_Chg,2.384030923651503,9.000933079092409,4.2,1.25
338,CC_DChg,2.4326846159709214,7.784590771106949,2.5,-2.5
339,CC_Chg,2.383859868713547,9.0002872594287,4.2,1.25
339,CC_DChg,2.4325100701158644,7.784032224370766,2.5,-2.5
340,CC_Chg,2.383685968779827,8.999630698454448,4.2,1.25
340,CC_DChg,2.432332621203905,7.783464387852496,2.5,-2.5
341,CC_Chg,2.383477690909919,8.998844343231328,4.2,1.25
341,CC_DChg,2.432120092765224,7.782784296848717,2.5,-2.5
342,CC_Chg,2.383273944234236,8.998075095578239,4.2,1.25
342,CC_DChg,2.4319121879941186,7.782119001581179,2.5,-2.5
343,CC_Chg,2.3830787907777466,8.9973382917119,4.2,1.25
343,CC_DChg,2.431713051814027,7.781481765804887,2.5,-2.5
344,CC_Chg,2.3828787999032066,8.996583224124352,4.2,1.25
344,CC_DChg,2.431508979493068,7.780828734377818,2.5,-2.5
345,CC_Chg,2.3826697310635936,8.995793882587037,4.2,1.25
345,CC_DChg,2.4312956439424425,7.780146060615817,2.5,-2.5
346,CC_Chg,2.38249104100203,8.995119236436237,4.2,1.25
346,CC_DChg,2.431113307144929,7.779562582863773,2.5,-2.5
347,CC_Chg,2.382296620875845,8.994385201265946,4.2,1.25
347,CC_DChg,2.4309149192610664,7.778927741635413,2.5,-2.5
348,CC_Chg,2.382092378877504,8.993614083517107,4.2,1.25
348,CC_DChg,2.4307065090586777,7.778260828987769,2.5,-2.5
349,CC_Chg,2.381929818551503,8.993000335347512,4.2,1.25
349,CC_DChg,2.430540631175003,7.7777300197600105,2.5,-2.5
350,CC_Chg,2.3817146166543677,8.99218783838894,4.2,1.25
350,CC_DChg,2.430321037402416,7.777027319687732,2.5,-2.5
351,CC_Chg,2.381545434842229,8.991549090730866,4.2,1.25
351,CC_DChg,2.4301484029002336,7.776474889280748,2.5,-2.5
352,CC_Chg,2.381338056366789,8.990766131180735,4.2,1.25
352,CC_DChg,2.4299367922110093,7.77579773507523,2.5,-2.5
353,CC_Chg,2.3811785144880795,8.990163779189688,4.2,1.25
353,CC_DChg,2.429773994375591,7.775276782001892,2.5,-2.5
354,CC_Chg,2.3809832343425916,8.989426497007745,4.2,1.25
354,CC_DChg,2.429574728921012,7.7746391325472395,2.5,-2.5
355,CC_Chg,2.380782084427167,8.98866705344951,4.2,1.25
355,CC_DChg,2.4293694739052727,7.773982316496873,2.5,-2.5
356,CC_Chg,2.3805549905240984,8.987809658101188,4.2,1.25
356,CC_DChg,2.4291377454327536,7.773240785384812,2.5,-2.5
357,CC_Chg,2.3803318821695205,8.986967310231863,4.2,1.25
357,CC_DChg,2.4289100838464495,7.772512268308638,2.5,-2.5
358,CC_Chg,2.3801063205559245,8.986115700058084,4.2,1.25
358,CC_DChg,2.428679918934617,7.771775740590775,2.5,-2.5
359,CC_Chg,2.3799219843773627,8.985419736934942,4.2,1.25
359,CC_DChg,2.4284918207932273,7.771173826538328,2.5,-2.5
360,CC_Chg,2.3797295231965108,8.984693097782745,4.2,1.25
360,CC_DChg,2.4282954318331744,7.7705453818661585,2.5,-2.5
361,CC_Chg,2.3795675216145926,8.984081459157137,4.2,1.25
361,CC_DChg,2.428130124096523,7.770016397108875,2.5,-2.5
362,CC_Chg,2.3793337995774233,8.983199039220883,4.2,1.25
362,CC_DChg,2.4278916322218604,7.769253223109954,2.5,-2.5
363,CC_Chg,2.379101775104093,8.982323028454228,4.2,1.25
363,CC_DChg,2.427654872555197,7.768495592176631,2.5,-2.5
364,CC_Chg,2.378874279852621,8.981464117810916,4.2,1.25
364,CC_DChg,2.4274227345434904,7.76775275053917,2.5,-2.5
365,CC_Chg,2.3786895798035363,8.980766780890903,4.2,1.25
365,CC_DChg,2.4272342651056493,7.767149648338078,2.5,-2.5
366,CC_Chg,2.378503732897157,8.980065113999471,4.2,1.25
366,CC_DChg,2.4270446254052622,7.76654280129684,2.5,-2.5
367,CC_Chg,2.3782722790930175,8.979191257800169,4.2,1.25
367,CC_DChg,2.4268084480540995,7.765787033773119,2.5,-2.5
368,CC_Chg,2.3781018161352443,8.978547673163678,4.2,1.25
368,CC_DChg,2.4266345062604535,7.765230420033451,2.5,-2.5
369,CC_Chg,2.377922343880692,8.977870073835266,4.2,1.25
369,CC_DChg,2.4264513713068285,7.764644388181852,2.5,-2.5
370,CC_Chg,2.3777286442911056,8.977138759058258,4.2,1.25
370,CC_DChg,2.4262537186643938,7.764011899726061,2.5,-2.5
371,CC_Chg,2.377494628705639,8.976255230827414,4.2,1.25
371,CC_DChg,2.426014927250652,7.763247767202087,2.5,-2.5
372,CC_Chg,2.377313906741017,8.97557291320588,4.2,1.25
372,CC_DChg,2.4258305170826704,7.762657654664546,2.5,-2.5
373,CC_Chg,2.3771431230450895,8.974928117619216,4.2,1.25
373,CC_DChg,2.4256562480051933,7.762099993616619,2.5,-2.5
374,CC_Chg,2.3769304797637445,8.974125280740669,4.2,1.25
374,CC_DChg,2.4254392650650454,7.761405648208146,2.5,-2.5
375,CC_Chg,2.376723378065691,8.973343366166384,4.2,1.25
375,CC_DChg,2.4252279368017255,7.760729397765522,2.5,-2.5
376,CC_Chg,2.376492385708851,8.97247125216607,4.2,1.25
376,CC_DChg,2.424992230315154,7.759975137008493,2.5,-2.5
377,CC_Chg,2.376274424024428,8.971648335602433,4.2,1.25
377,CC_DChg,2.42476982043309,7.759263425385888,2.5,-2.5
378,CC_Chg,2.3760897682426525,8.970951165814096,4.2,1.25
378,CC_DChg,2.424581396165972,7.758660467731111,2.5,-2.5
379,CC_Chg,2.3759236830301265,8.970324109399458,4.2,1.25
379,CC_DChg,2.424411921459313,7.758118148669801,2.5,-2.5
380,CC_Chg,2.375731088823385,8.969596968006659,4.2,1.25
380,CC_DChg,2.4242153967585565,7.757489269627381,2.5,-2.5
381,CC_Chg,2.3755016395290265,8.968730679854488,4.2,1.25
381,CC_DChg,2.4239812648255374,7.7567400474417205,2.5,-2.5
382,CC_Chg,2.3752702931308893,8.967857229167643,4.2,1.25
382,CC_DChg,2.423745197072336,7.755984630631476,2.5,-2.5
383,CC_Chg,2.3750791676735097,8.967135633053047,4.2,1.25
383,CC_DChg,2.423550171095418,7.7553605475053375,2.5,-2.5
384,CC_Chg,2.3749144088167795,8.96651358430825,4.2,1.25
384,CC_DChg,2.4233820498130405,7.75482255940173,2.5,-2.5
385,CC_Chg,2.374757303821514,8.965920432795512,4.2,1.25
385,CC_DChg,2.4232217385933814,7.754309563498821,2.5,-2.5
386,CC_Chg,2.3745346302062487,8.965079726288899,4.2,1.25
386,CC_DChg,2.422994520618621,7.753582465979588,2.5,-2.5
387,CC_Chg,2.374332375556779,8.964316111796002,4.2,1.25
387,CC_DChg,2.4227881383232437,7.75292204263438,2.5,-2.5
388,CC_Chg,2.3741022796081115,8.963447382193891,4.2,1.25
388,CC_DChg,2.4225533465388893,7.752170708924446,2.5,-2.5
389,CC_Chg,2.3739174637490255,8.962749608032036,4.2,1.25
389,CC_DChg,2.422364758927577,7.7515672285682475,2.5,-2.5
390,CC_Chg,2.373757861359777,8.962147027582834,4.2,1.25
390,CC_DChg,2.4222018993467116,7.751046077909478,2.5,-2.5
391,CC_Chg,2.3735732448472606,8.961450006055985,4.2,1.25
391,CC_DChg,2.422013515150266,7.7504432484808525,2.5,-2.5
392,CC_Chg,2.373415575778594,8.960854724878367,4.2,1.25
392,CC_DChg,2.4218526283455044,7.749928410705614,2.5,-2.5
393,CC_Chg,2.3732555291940693,8.960250467365364,4.2,1.25
393,CC_DChg,2.4216893155041523,7.749405809613288,2.5,-2.5
394,CC_Chg,2.3730874015651136,8.959615699786655,4.2,1.25
394,CC_DChg,2.4215177566990955,7.748856821437106,2.5,-2.5
395,CC_Chg,2.372928000243306,8.959013878469626,4.2,1.25
395,CC_DChg,2.421355102289088,7.748336327325082,2.5,-2.5
396,CC_Chg,2.3727597212856897,8.958378539548013,4.2,1.25
396,CC_DChg,2.4211833890670302,7.747786845014497,2.5,-2.5
397,CC_Chg,2.3725650534386653,8.957643569105166,4.2,1.25
397,CC_DChg,2.4209847484068012,7.747151194901765,2.5,-2.5
398,CC_Chg,2.372350579167202,8.956833819304745,4.2,1.25
398,CC_DChg,2.42076589710939,7.746450870750049,2.5,-2.5
399,CC_Chg,2.372182606445503,8.956199636579962,4.2,1.25
399,CC_DChg,2.4205944963729626,7.745902388393481,2.5,-2.5
400,CC_Chg,2.3719841008801295,8.955450176792326,4.2,1.25
400,CC_DChg,2.4203919396736016,7.745254206955526,2.5,-2.5
401,CC_Chg,2.3717836743945946,8.954693464551022,4.2,1.25
401,CC_DChg,2.4201874228516274,7.7445997531252075,2.5,-2.5
402,CC_Chg,2.3715722850715792,8.953895362004943,4.2,1.25
402,CC_DChg,2.4199717194607953,7.743909502274545,2.5,-2.5
403,CC_Chg,2.371413875808286,8.953297286214957,4.2,1.25
403,CC_DChg,2.4198100773553937,7.74339224753726,2.5,-2.5
404,CC_Chg,2.3711902971848655,8.95245316284082,4.2,1.25
404,CC_DChg,2.419581935902924,7.742662194889357,2.5,-2.5
405,CC_Chg,2.371023541334431,8.951823574425914,4.2,1.25
405,CC_DChg,2.4194117768718684,7.742117685989979,2.5,-2.5
406,CC_Chg,2.3708310453115002,8.951096803727093,4.2,1.25
406,CC_DChg,2.4192153523586737,7.741489127547756,2.5,-2.5
407,CC_Chg,2.370622774458473,8.950310474996275,4.2,1.25
407,CC_DChg,2.4190028310800744,7.740809059456239,2.5,-2.5
408,CC_Chg,2.37039261662721,8.949441511755793,4.2,1.25
